user_id,song_id,rating
26,193,2.0
26,97,4.0
26,127,2.0
26,119,1.0
26,170,5.0
26,122,2.0
26,4,3.0
27,189,4.0
27,52,1.0
27,171,1.0
27,45,4.0
27,5,4.0
27,39,2.0
27,8,3.0
27,82,5.0
27,191,2.0
27,107,3.0
27,99,2.0
27,177,4.0
27,121,4.0
27,51,4.0
27,55,4.0
28,70,3.0
28,66,3.0
28,175,3.0
28,20,3.0
28,77,4.0
28,151,3.0
28,120,2.0
28,9,2.0
28,105,3.0
28,133,1.0
28,30,5.0
28,15,3.0
28,91,5.0
28,8,1.0
28,97,4.0
28,101,4.0
28,115,2.0
28,27,3.0
29,186,3.0
29,115,2.0
29,109,3.0
29,15,2.0
29,43,4.0
29,28,3.0
29,103,3.0
29,75,3.0
29,48,3.0
29,179,2.0
29,159,4.0
30,176,4.0
30,93,3.0
30,119,1.0
30,150,2.0
30,52,2.0
30,20,4.0
30,73,2.0
30,136,2.0
30,131,5.0
30,117,4.0
30,49,3.0
30,139,3.0
30,99,3.0
30,103,5.0
30,11,2.0
30,195,3.0
30,81,3.0
30,140,2.0
30,2,3.0
30,118,3.0
30,179,5.0
31,149,2.0
31,18,2.0
31,148,3.0
31,157,2.0
31,160,3.0
31,173,2.0
31,85,2.0
31,196,3.0
31,151,1.0
31,50,3.0
31,42,5.0
31,60,2.0
31,100,5.0
31,154,3.0
31,25,3.0
32,185,3.0
32,40,2.0
32,31,2.0
32,119,3.0
32,129,4.0
32,173,4.0
32,178,4.0
32,158,4.0
32,20,4.0
32,64,3.0
32,56,1.0
32,13,2.0
32,193,3.0
32,85,2.0
32,46,4.0
32,172,4.0
33,99,3.0
33,137,3.0
33,21,3.0
33,44,2.0
33,30,4.0
33,156,4.0
33,153,4.0
33,178,3.0
33,55,4.0
33,72,4.0
33,117,4.0
33,139,3.0
33,27,3.0
33,43,1.0
33,4,3.0
33,124,3.0
34,34,2.0
34,10,5.0
34,95,5.0
34,177,4.0
34,130,3.0
34,190,3.0
34,63,3.0
34,82,2.0
34,75,3.0
34,2,4.0
34,21,3.0
34,127,4.0
34,104,3.0
34,23,1.0
34,31,3.0
34,178,2.0
34,154,2.0
34,17,4.0
35,160,4.0
35,6,4.0
35,40,3.0
35,50,5.0
35,153,3.0
35,113,5.0
35,139,4.0
35,188,2.0
35,162,2.0
35,138,4.0
35,127,3.0
35,48,4.0
35,182,3.0
35,171,3.0
35,158,3.0
35,54,2.0
35,104,3.0
35,114,2.0
35,103,4.0
35,129,2.0
36,93,3.0
36,105,2.0
36,49,4.0
36,84,4.0
36,42,5.0
36,180,3.0
36,100,4.0
36,176,5.0
36,134,3.0
36,161,4.0
36,143,3.0
36,145,3.0
36,136,4.0
36,25,4.0
36,4,3.0
36,110,3.0
36,76,3.0
37,142,2.0
37,188,1.0
37,18,2.0
37,39,2.0
37,124,3.0
37,92,2.0
37,117,5.0
37,27,4.0
37,88,1.0
37,35,2.0
37,145,1.0
37,144,3.0
37,85,2.0
37,71,4.0
38,76,4.0
38,77,5.0
38,112,4.0
38,35,5.0
38,7,2.0
38,36,4.0
38,117,2.0
38,75,4.0
38,30,4.0
38,153,4.0
38,63,4.0
38,66,4.0
38,122,1.0
38,41,3.0
38,1,3.0
38,82,4.0
39,45,3.0
39,61,3.0
39,181,3.0
39,51,4.0
39,122,5.0
39,65,4.0
39,144,2.0
39,194,3.0
39,145,4.0
39,160,3.0
39,34,2.0
39,9,3.0
39,133,3.0
40,11,3.0
40,130,3.0
40,19,4.0
40,186,3.0
40,164,1.0
40,134,4.0
40,143,4.0
40,12,2.0
40,195,5.0
40,108,2.0
40,61,4.0
40,97,1.0
40,112,3.0
40,73,4.0
40,122,3.0
40,46,2.0
40,153,3.0
40,181,3.0
41,29,4.0
41,89,3.0
41,72,3.0
41,90,3.0
41,63,3.0
41,31,5.0
41,20,3.0
41,136,3.0
41,117,3.0
41,1,4.0
41,84,4.0
41,64,2.0
41,191,2.0
41,130,4.0
42,150,3.0
42,136,5.0
42,45,2.0
42,24,3.0
42,56,4.0
42,21,2.0
42,106,5.0
42,30,1.0
42,70,3.0
42,151,4.0
42,69,3.0
42,196,3.0
42,157,3.0
42,94,4.0
42,144,4.0
42,109,5.0
42,105,1.0
42,22,3.0
42,92,4.0
42,58,3.0
42,140,2.0
42,190,4.0
42,107,3.0
42,133,3.0
42,162,3.0
42,65,5.0
42,48,3.0
43,44,4.0
43,162,2.0
43,70,1.0
43,49,2.0
43,172,3.0
43,160,5.0
43,75,3.0
43,111,2.0
43,14,2.0
43,93,2.0
43,146,5.0
43,21,5.0
44,164,4.0
44,134,2.0
44,157,2.0
44,1,4.0
44,185,4.0
44,9,3.0
44,195,2.0
44,199,4.0
44,10,3.0
44,29,4.0
44,127,2.0
44,180,3.0
44,177,2.0
44,76,1.0
44,44,3.0
44,113,2.0
44,84,5.0
44,42,3.0
44,198,1.0
45,4,2.0
45,182,5.0
45,103,4.0
45,40,3.0
45,10,2.0
45,147,4.0
45,197,2.0
45,144,2.0
45,94,1.0
45,169,5.0
45,133,2.0
45,138,4.0
45,150,3.0
45,46,3.0
45,68,2.0
45,90,2.0
45,73,5.0
46,60,5.0
46,125,5.0
46,48,3.0
46,71,1.0
46,179,4.0
46,70,4.0
46,165,5.0
46,113,3.0
46,52,2.0
46,122,3.0
46,186,3.0
46,164,5.0
46,104,4.0
46,141,3.0
46,172,3.0
46,119,3.0
46,58,2.0
46,1,3.0
47,161,2.0
47,80,3.0
47,118,2.0
47,185,4.0
47,171,4.0
47,138,3.0
47,144,4.0
47,183,3.0
47,89,4.0
47,11,4.0
47,122,4.0
47,82,5.0
47,159,4.0
47,132,2.0
47,61,3.0
47,155,4.0
48,27,3.0
48,100,3.0
48,7,2.0
48,24,2.0
48,79,3.0
48,63,1.0
48,75,3.0
48,51,3.0
48,177,3.0
48,38,3.0
48,57,4.0
48,95,3.0
48,160,5.0
48,102,3.0
48,118,2.0
49,29,2.0
49,54,3.0
49,39,3.0
49,106,3.0
49,165,5.0
49,161,3.0
49,199,3.0
49,170,4.0
49,167,4.0
49,111,2.0
49,21,3.0
49,70,4.0
49,81,3.0
49,3,3.0
49,138,3.0
49,52,2.0
49,48,3.0
49,185,4.0
49,91,4.0
49,12,3.0
49,174,2.0
49,94,3.0
49,73,3.0
50,45,2.0
50,154,2.0
50,133,2.0
50,55,3.0
50,132,3.0
50,134,2.0
50,27,1.0
50,140,4.0
50,43,2.0
50,38,2.0
50,161,3.0
